month,Rainfall,min_tmin,mean_tmin,max_tmin,min_tmax,mean_tmax,max_tmax
1965-06,,17.4,18.7,20.1,26,28.6,31.3
1965-07,,16,18.4,20.1,22.6,27.4,30
1965-08,,16.4,18.3,20.2,23.5,26.7,29.4
1965-09,,11.8,17.3,19.3,22.9,27.7,30.2
1965-10,,13.4,16.3,18.8,22.4,27.6,31.7
1965-11,,10.9,15.6,20.3,24.1,27.7,31.2
1965-12,,9.8,13.6,18.6,21.3,25.1,27.6
1966-01,,8.3,12.2,17,19.8,25.3,28.7
1966-02,,10.6,15,19.6,21.9,27.8,31.6
1966-03,,13.5,18.5,23.2,27,30.8,35.6
1966-04,,15.9,19.4,23.5,24.8,32,35.2
1966-05,,15.4,20.2,23.9,26.5,31.5,34.4
1966-06,,15.7,19.5,24.6,24,28.9,34.3
1966-07,,16.6,18.4,20.8,23.1,27.3,29.8
1966-08,,16,17.9,19.6,23.7,27.3,30
1966-09,,16.1,17.7,19.7,22.6,26.7,29.4
1966-10,,14.9,17.2,19.6,23.3,27.4,29
1966-11,,9.4,14.8,19,23.4,26.4,28.9
1966-12,,8.9,13.5,18.9,18.4,25.7,29.7
1967-01,,7.2,11.5,15.4,19,23.8,27.1
1967-02,,9.9,14.1,18.3,17.3,25.8,29.7
1967-03,,13.7,17.1,22.2,24.6,29.4,33.8
1967-04,,17.1,20.8,23.8,26.6,32.6,35.5
1967-05,,12.8,19.1,23.2,26.9,30,33.3
1967-06,,13.5,17.4,20.6,24.1,27.8,31.1
1967-07,,16.2,18.2,19.9,23.4,27.6,30.3
1967-08,,14.4,17.8,20.1,21.1,26.7,30.2
1967-09,,13.4,16.9,19,23.3,26.7,29
1967-10,,9.7,15.2,19.4,24.2,27.6,30.1
1967-11,,9,13.4,18.4,21.8,26.9,30.3
1967-12,,3.3,10.5,17.8,15.1,24.3,28.3
1968-01,,6.6,12.5,19,19.6,24.7,28.6
1968-02,,8.8,13.7,19.4,21.7,27.6,30.5
1968-03,,11.6,17.2,22.4,26.4,30,33.9
1968-04,,15.8,20.1,23.6,29.1,33.3,36.5
1968-05,,15.6,19.4,22.9,20.3,29.9,33.8
1968-06,,15.7,18.4,20.7,22.8,27,31
1968-07,,17.1,18.3,19.3,25,27.3,29.6
1968-08,,15.8,18.6,20.2,22.8,27,29.4
1968-09,,14.7,18.6,20.2,24.7,28.3,29.9
1968-10,,15.6,17.8,19.1,24,27.7,30.2
1968-11,,8.3,13.8,19.3,20.7,25.9,29.2
1968-12,,7.1,10.7,16.1,21.2,25.5,27.6
1969-01,,7.7,11.9,15.3,21.4,24.8,27.3
1969-02,,12.3,15,19,22.7,27,29.8
1969-03,,8.9,17,22.9,26,30.2,34.8
1969-04,,15.9,20.4,23.9,29.3,32.8,35.6
1969-05,,14,20.1,24.3,27.4,32.2,35.5
1969-06,,16.4,18.5,20.6,22.4,28.4,32.1
1969-07,,13.2,17.4,19.4,20.7,26.8,30.3
1969-08,,13.2,17.7,20.4,23.3,27.8,30.6
1969-09,,13.3,16.9,20.2,22.9,28.1,31
1969-10,,13.7,16.1,20.4,23.6,27.8,30.6
1969-11,,7.2,12.9,18.1,24.9,27.6,30.2
1969-12,,6.2,13,17.9,22.4,25.4,28.5
1970-01,,7.9,12.6,18.9,23.3,26.2,29
1970-02,,12.2,16.3,19.6,23.5,27.4,30.9
1970-03,,15.3,18.8,22.2,27.7,31,34.6
1970-04,,15.2,19.5,23.3,25.6,31.5,34.8
1970-05,,16.6,19.7,23.8,24.2,30.6,34.7
1970-06,,15.6,18,19.5,21.1,26.4,29.7
1970-07,,15.5,17.7,18.9,20.6,26.1,30
1970-08,,15.5,17.3,19.2,18.3,26,28.9
1970-09,,14.6,17.7,19.2,24.5,27.4,30.5
1970-10,,11.7,16.4,18.9,25,27.6,29.4
1970-11,,,,,21.1,25.6,28.2
1970-12,,9.4,12,15.6,21.6,24,27.3
1971-01,,,,,23,24.9,27.5
1971-02,,9.9,13.8,18.3,23.9,27.5,29.8
1971-03,,13.7,17.2,20.9,26.1,29.6,32.6
1971-04,,13.9,18.9,23.2,28.9,31.5,33.9
1971-05,,13.3,19,24.8,,,
1971-06,,15.6,17.9,20.2,,,
1971-07,,16.7,18,20.6,22.2,25.8,30.1
1971-08,,15.5,17.5,19.7,23.6,26.8,29.4
1971-09,,14.3,17.4,19.4,,,
1971-10,,15.6,17.5,20.3,23.9,27.6,29.4
1971-11,,12.2,15.5,19.2,21.9,26.8,29.7
1971-12,,8.3,11,14.4,19.2,24.4,27.8
1972-01,,7.2,11.7,15.3,21.7,24.7,27.8
1972-02,,8.9,13.7,20,21.1,27.3,30.8
1972-03,,7.2,18,22.6,25.6,30.6,36.1
1972-04,,15.8,20,23.9,27.8,32,35.8
1972-05,,13.6,19.4,24.1,23.3,30.3,36.4
1972-06,,16.1,19.6,23.3,25,29.8,34.7
1972-07,,13.4,18.1,20.8,,,
1972-08,,15,18.3,21.5,,,
1972-09,,15,18.3,20.5,26.3,28.7,31
1972-10,,,,,23.8,26.3,30
1972-11,,6.5,12.9,19.5,23,27.4,30.5
1972-12,,,,,21,24,27.8
1973-01,,7,11.8,18.5,20.3,24.6,28.4
1973-02,,10.7,14.1,19,21.2,26.4,29.9
1973-03,,10.5,17.7,22.2,26.3,31,35.5
1973-04,,16.6,20.3,24.2,21.7,31.6,35.6
1973-05,,14.5,19.1,23,27.1,31.3,34.9
1973-06,,16.8,18.4,20.5,24.9,28.4,31.9
1973-07,,16.4,17.9,19.5,23,26.2,28.9
1973-08,,16,17.6,19.5,24,26.6,29
1973-09,,16,17.9,19.9,21.5,26.4,28.9
1973-10,,12.4,15.9,18.5,,,
1973-11,,9,14.7,17.5,,,
1973-12,,7.6,11.1,13.9,21.5,24.2,27.1
1974-01,,6.7,11.1,14.2,19.8,23.6,26
1974-02,,6.8,13.6,19.5,21.7,27.7,32
1974-03,,10.5,16.3,20.5,26.5,29.3,31.6
1974-04,,14.6,19.3,22.5,29.2,32.2,35
1974-05,,15.6,19.6,24.4,27.2,31.9,35.2
1974-06,,15.6,17.9,20.4,23.6,27.4,33.8
1974-07,,13.5,17.7,21.3,24,28.3,31.5
1974-08,,14.2,18.2,21,24,28,31.8
1974-09,,15.2,17.5,19.2,24.6,26.9,29.8
1974-10,,14,16.9,19,24.4,27.7,30.4
1974-11,,8.2,13.9,19.6,21.5,27,30.3
1974-12,,9.1,12.7,14.6,20.8,24.4,26.8
1975-01,,6.2,11.6,16.8,20.9,25.4,28
1975-02,,9.9,13.6,20.6,23,25.7,28.8
1975-03,,13,16.6,19.9,25.8,29.6,33.4
1975-04,,12.6,18.5,22.5,24,30.8,35
1975-05,,15,19.6,24.4,25.5,31.9,35.2
1975-06,,16,18.3,20.8,,,
1975-07,,15.5,18,20.4,,,
1975-08,,15.5,17.5,20.4,,,
