month,Rainfall,min_tmin,mean_tmin,max_tmin,min_tmax,mean_tmax,max_tmax
1983-02,,9.5,13.7,19.6,20.6,27,32.2
1983-03,,12.9,17.9,21.2,27.2,32,36.2
1983-04,,14.9,19.1,22.1,28.4,32.7,37.6
1983-05,,18.9,21.6,25.6,31.2,34.6,37.4
1983-06,,16.5,19.1,21.6,23.5,28.8,32.4
1983-07,,17,18.3,19.5,21.5,28.5,32.4
1983-08,,15.4,18.1,20,21.1,27.7,32.3
1983-09,,14.6,18.1,20.3,23.7,29,32.4
1983-10,,14,16.6,18.8,23.4,28,31
1983-11,,12.3,15.5,18.3,19.4,28,32.6
1983-12,,9.1,12.7,15.4,20.4,25,29
1984-01,,10.8,13.5,16.9,,,
1984-02,,10.1,13.6,16.9,,,
1984-03,,14.6,17.5,19.4,29.2,32.6,36.5
1984-04,,15.6,20.2,22.2,28.7,34.1,36.7
1984-05,,16.2,19,21.7,20.5,30.3,36.5
1984-06,,17.5,19.1,21.4,22.3,28,34
1984-07,,16.8,18.8,20.6,22.2,28.2,32
1984-08,,6.6,17.2,19.7,24.9,27.5,29.6
1984-09,,16.1,18.4,19.7,,,
1984-10,,13.1,15.9,19.1,20.7,26.8,30.1
1984-11,,10.2,13.8,18.4,19.4,25.8,30.1
1985-01,,6.9,12,16.2,20.1,25,29.6
1985-02,,8.6,13.4,16.1,20.8,26.4,29.6
1985-04,,16.5,18.9,21,25.5,31.4,34.5
1985-05,,15.6,18.3,22.5,,,
1985-06,,17.3,18.7,20.3,23.4,27.3,29.9
1985-07,,16.7,18.3,19.7,22.4,26.3,29.2
1985-08,,15.5,17.9,19.6,22.2,27.1,30.5
1985-09,,15.6,17.7,19.1,21.6,27.5,31.1
1985-10,,13.7,17.1,19.1,22.5,27.4,31
1985-11,,10.6,13.4,15.9,23.6,26.9,29.1
1985-12,,8.4,11.3,15.1,20.3,24.4,29.9
1986-01,,1.1,11.1,15.4,18.7,24.8,29.6
1986-02,,11.5,13.8,17.9,21.3,28.2,32.1
1986-03,,13.1,17.1,20.5,,,
1986-04,,15.6,19.2,22.9,28.3,32,35.7
1986-05,,15.6,19.3,21.7,22.1,30.2,33.8
1986-06,,,,,20.9,28.5,33.5
1986-07,,15.7,18.8,20.1,,,
1986-08,,17,18.7,20,,,
1986-09,,16.6,18.6,20.2,,,
1986-10,,12.1,16.9,20.2,,,
1986-11,,12.4,15.8,19.5,,,
1987-01,,8.1,12,17,19.9,26,30
1987-02,,10.8,15.2,18.3,,,
1987-05,,16.4,21,23.7,,,
1987-06,,18.2,20.4,25.5,25.1,30.3,34.1
1987-07,,16.5,19,20.4,23,28.7,32.5
1987-08,,16.7,18.6,19.9,23.8,27.6,30.7
1987-09,,13.9,18.2,21,24.9,28.2,31
1987-10,,15.5,17.7,19.5,22,29.3,32.1
1987-11,,11.1,13.7,16.7,22,26.4,30.6
1987-12,,10.1,13.1,17.1,20.8,25.6,29.4
1988-02,,9.6,13.8,19.1,20.5,27.3,33.8
1988-04,,15.3,19.3,22.5,23.7,31.2,36.3
1988-06,,16.3,19,21.1,22.4,29,33.5
1988-07,,17.2,18.5,19.6,,,
1988-08,,16.7,18.2,19.9,23.2,27.1,30.4
1988-09,,16.8,17.8,18.8,22.9,27.2,30.9
1988-10,,14,16.3,19.1,23.4,26.9,30.2
1988-11,,11.6,14,17.4,23.4,26.7,29.4
1988-12,,8,12.3,15,20.8,25.5,29.1
1989-01,,8.8,12.3,17.8,15.5,24.9,28.8
1989-02,,8.1,13.9,19.5,22.7,27.6,32.5
1989-03,,12.1,16.8,20,,,
1989-04,,15.5,18.7,22,25,32,36.1
1989-05,,15.2,20,22.9,,,
1989-06,,17.4,19,20.9,21.8,28.4,33.1
1989-07,,17.5,18.7,20.6,23.1,27.6,30.5
1989-08,,15,18.4,20.1,26,28.1,30.6
1989-10,,14.8,17.3,19.2,,,
1989-11,,11.9,15.3,19.4,21.8,27,30.5
1990-01,,10.4,13,15.6,22.3,26.1,29.9
1990-02,,9.6,13.4,17.1,17.3,26.6,31.6
1990-03,,9.8,16,22,24.7,30,35
1990-04,,15.3,19.6,23.6,27.4,33.4,38.3
1990-05,,15.2,20.1,25.9,24.3,32.8,39.5
1990-06,,18.2,19.6,22.3,22.9,29.7,34.5
1990-07,,9.4,18.7,21.2,23.7,27.6,31.1
1990-08,,17.4,18.9,22.5,23.7,28.6,31.7
1990-09,,15.3,18.4,21,22.6,28.5,31.1
1990-11,,11.3,14.9,17.4,23,27.2,31.5
1990-12,,8.7,12.1,15.5,20.5,25.6,29.7
1991-01,,8.2,12.5,17.3,20.6,25.5,32.8
1991-02,,1.3,13.7,17.3,20,27.9,32.1
1991-03,,11.4,17.4,19.8,26.3,31.5,34
1991-04,,13.4,18.9,22.3,23.5,31.8,35.2
1991-05,,15.3,19.3,21.8,22.7,31.3,35.2
1991-06,,17.4,18.9,20.8,22.7,28.5,33.7
